File_Type,GValue
File_Version,1
GP,
MTP_Type,96Wells_Square
MTP_Wells_X,12
MTP_Wells_Y,8
Timestamp,20210204_100739
MTP,3
Plate-ID,

Time (min),A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
220,"24,837","25,245","26,920","27,543","27,125","26,496","27,996","25,988","25,453","26,488","30,506","34,043","22,761","26,071","25,475","23,769","26,339","30,004","26,806","27,204","24,657","25,224","25,961","33,355","23,002","23,782","27,743","23,698","24,357","27,310","23,127","26,576","24,108","28,533","30,339","29,804","26,661","22,610","28,286","24,471","24,208","26,720","26,161","26,502","26,839","27,967","32,920","27,224","22,247","22,520","22,727","22,008","21,690","23,396","24,608","25,267","22,749","23,629","26,814","27,661","23,310","22,031","23,408","23,978","23,704","24,002","25,175","23,835","23,543","25,269","24,516","27,504","25,765","26,231","24,237","27,643","22,667","23,820","24,088","24,175","23,820","27,604","30,147","31,790","26,222","26,608","28,065","33,269","35,924","31,176","35,049","30,110","26,973","28,788","28,120","30,049"
240,"25,512","25,837","27,686","28,476","28,025","27,059","28,847","26,380","26,008","26,996","31,265","35,606","23,316","26,955","26,263","24,178","26,984","30,937","27,149","28,088","24,843","25,820","26,825","35,016","23,463","24,263","28,812","24,051","24,733","28,480","23,571","27,392","24,667","29,614","31,702","31,175","27,447","23,098","29,455","25,063","24,922","27,649","26,414","26,982","27,610","29,169","34,373","28,273","22,569","22,796","23,198","22,216","21,924","23,822","25,025","25,596","23,086","23,943","27,616","28,675","23,737","22,371","23,702","24,506","24,218","24,214","25,361","23,988","23,745","25,849","24,947","28,725","26,492","27,249","24,580","28,624","22,716","23,984","24,204","24,647","23,988","28,149","31,384","33,141","26,743","27,253","28,935","33,753","36,614","31,922","35,976","30,845","27,582","29,541","28,647","30,929"
260,"26,076","26,294","28,300","29,304","28,767","27,345","29,951","26,824","26,445","27,482","32,004","36,902","23,822","27,675","26,945","24,586","27,533","31,814","27,633","28,851","24,808","26,155","27,508","36,302","23,971","24,929","29,688","24,314","25,251","29,788","24,182","28,169","25,302","30,888","33,180","32,812","28,480","23,825","30,892","25,600","25,514","28,898","26,724","27,378","28,280","30,300","35,890","29,396","22,767","23,163","23,541","22,249","22,369","24,110","25,086","25,829","23,229","24,331","28,586","29,837","24,345","22,637","23,945","25,145","24,724","24,573","25,537","24,180","24,025","26,408","25,167","30,029","27,453","28,243","24,957","29,567","22,561","24,104","24,222","24,963","24,222","28,878","32,500","34,457","27,327","27,961","29,727","34,733","37,353","32,751","36,408","31,712","28,163","30,100","29,371","31,498"
280,"26,559","26,631","28,498","29,749","29,339","27,429","30,575","26,914","26,724","27,708","32,414","37,725","24,053","27,873","27,337","24,871","27,724","32,161","27,753","29,345","24,890","26,484","28,163","37,563","24,239","25,304","30,216","24,675","25,696","30,847","24,527","28,486","25,614","31,153","34,165","33,914","29,055","24,145","31,663","25,912","26,061","29,675","26,739","27,843","28,765","31,047","36,851","30,082","22,996","23,347","23,769","22,441","22,580","24,159","25,139","25,631","23,537","24,722","29,363","30,704","24,792","22,898","24,253","25,722","25,314","24,806","25,820","24,322","24,441","27,063","25,608","30,698","28,118","28,788","25,304","30,431","22,667","24,176","24,196","25,369","24,594","29,761","33,102","35,592","27,753","28,484","30,596","35,310","37,884","33,520","37,055","32,116","28,878","30,408","30,092","31,710"
300,"27,100","27,071","29,014","30,371","29,943","27,633","31,337","27,275","27,055","28,137","32,833","38,329","24,398","28,127","27,686","25,100","28,100","32,669","27,973","30,116","24,945","26,880","28,594","38,500","24,657","25,767","30,596","24,771","26,163","31,890","24,933","29,112","26,235","31,706","34,988","34,755","30,127","24,576","32,941","26,261","26,592","30,527","27,000","28,133","29,184","32,045","37,655","30,876","23,343","23,627","23,973","22,506","22,735","24,416","25,124","25,806","23,690","25,047","29,902","31,057","25,108","23,161","24,633","26,178","25,578","24,937","25,810","24,445","24,559","27,378","25,884","31,398","28,922","29,318","25,739","31,365","22,539","24,118","24,065","25,580","24,686","30,400","33,545","36,616","28,120","29,173","31,371","35,637","38,598","34,080","37,488","32,461","29,392","30,437","30,192","31,692"
340,"28,116","27,853","29,278","30,941","30,861","28,041","32,243","27,749","27,312","28,759","33,137","39,084","25,284","28,300","28,269","25,533","28,465","32,951","28,308","31,222","25,173","27,555","29,531","39,984","25,216","26,612","30,678","25,380","26,904","33,892","25,549","29,967","26,886","32,073","36,841","36,471","31,625","25,561","34,712","26,714","27,520","32,027","27,294","28,912","29,645","33,749","39,229","32,080","23,996","24,543","25,200","23,055","23,280","24,873","25,324","25,953","24,108","25,771","30,945","31,714","26,025","23,882","25,696","27,173","26,320","25,529","26,294","24,855","25,229","28,398","26,761","32,292","30,261","29,563","26,678","33,008","22,631","24,545","24,227","26,080","25,084","31,443","33,904","37,810","29,008","30,147","32,980","36,518","39,794","35,143","38,667","33,322","30,641","30,365","31,229","31,437"
360,"28,675","28,210","29,551","31,298","31,408","28,298","32,910","27,900","27,427","28,957","33,161","39,878","25,649","28,271","28,335","25,790","28,502","32,922","28,478","31,725","25,235","27,767","29,947","40,543","25,441","26,778","30,763","25,622","27,057","34,671","25,827","30,400","27,351","32,710","37,878","37,459","32,312","25,975","35,598","26,888","27,988","32,525","27,431","29,125","29,700","34,753","40,041","32,667","24,318","24,810","25,804","23,257","23,445","24,988","25,394","25,975","24,369","26,463","31,206","31,990","26,218","24,194","25,984","27,318","26,529","25,541","26,361","24,831","25,439","28,435","26,988","32,725","30,708","29,343","27,033","33,588","22,571","24,484","24,204","26,147","25,253","31,824","33,843","38,575","29,265","30,476","33,286","36,404","39,984","35,412","38,669","33,514","30,910","30,247","31,506","31,418"
380,"28,933","28,571","29,702","31,031","31,424","28,243","33,047","28,051","27,524","29,194","33,112","40,108","25,953","28,269","28,320","25,857","28,447","32,639","28,651","31,751","25,298","27,982","30,114","40,431","25,465","27,043","30,557","25,984","27,388","35,435","25,725","30,384","27,504","32,724","38,647","38,216","33,094","26,102","36,722","26,924","28,267","32,820","27,518","29,310","29,822","35,222","40,345","32,955","24,618","25,231","26,200","23,553","23,557","25,006","25,478","26,086","24,518","26,288","31,469","32,012","26,443","24,624","26,392","27,520","26,690","25,702","26,724","24,982","25,610","28,808","27,276","32,916","31,069","28,971","27,473","34,163","22,606","24,598","24,276","26,302","25,445","32,175","34,022","38,857","29,541","30,663","33,647","36,406","40,224","35,865","39,061","33,480","31,296","30,153","31,733","31,290"
400,"29,325","29,014","29,767","31,169","31,849","28,451","33,443","28,135","27,729","29,363","33,320","40,335","26,255","28,259","28,298","25,937","28,412","32,761","28,808","32,198","25,433","28,118","30,380","40,361","25,480","27,376","30,561","26,071","27,531","36,086","26,065","30,771","27,761","33,247","39,416","39,069","33,680","26,284","37,698","26,957","28,512","33,110","27,706","29,371","29,749","35,978","40,910","33,508","24,822","25,475","26,696","23,788","23,698","25,131","25,476","26,076","24,629","26,512","31,573","32,237","26,473","24,961","26,757","27,575","26,669","25,831","26,575","24,925","25,737","28,704","27,314","33,104","31,580","28,833","27,671","34,724","22,520","24,488","24,118","26,133","25,482","32,186","33,780","39,149","29,731","30,759","33,755","36,582","40,529","35,851","38,775","33,304","31,386","30,208","32,024","31,045"
420,"29,541","29,157","29,725","31,212","31,849","28,478","33,761","28,149","27,580","29,404","33,153","40,373","26,565","28,306","28,267","25,996","28,484","32,631","28,669","32,255","25,600","28,451","30,555","40,159","25,647","27,571","30,614","26,239","27,637","37,053","26,086","31,075","28,010","33,445","40,161","39,780","34,625","26,451","38,669","27,033","28,733","33,382","27,861","29,584","29,916","36,873","41,053","34,090","25,204","25,782","27,086","23,851","23,635","25,253","25,780","26,290","24,755","26,896","31,555","32,227","26,661","25,349","27,220","27,675","26,678","25,843","26,692","25,088","25,833","28,847","27,516","33,390","31,873","28,757","28,108","35,271","22,575","24,492","24,171","26,257","25,663","32,351","33,861","39,433","30,241","30,802","34,084","36,518","40,682","36,063","39,271","33,467","31,553","29,906","32,159","30,937"
440,"29,804","29,302","29,776","31,053","32,157","28,365","33,971","28,124","27,714","29,533","33,218","40,778","26,739","28,157","28,094","26,043","28,367","32,406","28,706","32,357","25,441","28,482","30,635","39,882","25,610","27,180","30,624","26,402","27,639","37,649","25,953","31,135","28,039","34,073","40,449","40,331","35,278","26,557","39,131","26,875","28,686","33,761","27,798","29,643","29,975","37,729","41,116","34,320","25,345","25,959","27,392","23,806","23,651","25,239","25,847","26,335","24,790","26,839","31,747","32,098","26,706","25,569","27,478","27,602","26,773","25,759","26,724","25,127","25,790","28,876","27,533","33,678","32,188","28,461","28,375","35,529","22,508","24,469","24,157","26,265","25,794","32,220","33,622","39,455","30,129","30,745","34,075","36,296","40,341","35,973","39,327","33,433","31,531","29,743","32,153","30,929"
460,"29,784","29,290","29,545","30,835","32,006","28,247","33,967","28,055","27,443","29,518","32,978","40,169","26,710","27,986","27,996","25,980","28,249","32,345","28,716","32,300","25,457","28,310","30,794","39,586","25,553","27,449","30,498","26,465","27,873","38,076","26,027","31,175","28,145","33,900","40,831","40,739","36,237","26,618","39,904","26,818","28,735","33,796","27,945","29,665","29,945","38,355","41,012","34,829","25,553","26,182","27,798","23,976","23,661","25,092","25,922","26,202","24,884","26,788","31,643","32,222","26,757","25,755","27,661","27,565","26,755","25,898","26,847","25,025","25,839","28,910","27,529","33,759","32,635","28,304","28,565","35,614","22,600","24,606","24,271","26,333","25,867","32,398","33,545","39,110","30,337","30,788","34,108","36,469","40,494","36,045","39,253","33,490","31,731","29,749","32,516","30,843"
500,"29,998","29,531","29,559","30,802","32,029","28,490","34,173","28,102","27,518","29,649","32,894","39,906","26,908","27,918","27,769","25,916","28,086","31,925","28,533","32,184","25,716","28,551","30,853","38,894","25,402","27,512","30,324","26,502","27,996","38,465","26,061","31,388","28,192","34,175","40,969","40,820","37,104","26,563","40,265","26,667","28,680","33,859","27,902","29,676","29,884","38,943","40,449","35,235","25,667","26,390","27,947","24,071","23,512","25,184","26,139","26,351","24,796","26,841","31,582","32,071","26,667","26,118","27,992","27,292","26,678","25,833","26,718","24,980","25,875","28,741","27,522","33,549","32,790","27,812","28,741","35,341","22,520","24,416","24,192","26,124","25,869","32,098","33,375","38,567","30,561","30,492","34,335","36,153","40,267","36,071","39,204","33,194","31,692","29,376","32,463","30,416"
520,"29,902","29,463","29,620","30,575","32,182","28,504","34,588","28,002","27,512","29,753","32,912","39,833","26,978","27,849","27,678","25,947","28,096","31,871","28,600","32,224","25,749","28,692","31,008","38,759","25,531","27,561","30,331","26,727","27,900","38,804","26,276","31,688","28,296","34,280","41,316","41,416","37,439","26,510","40,220","26,663","28,833","34,025","28,116","29,837","29,951","39,280","40,445","35,480","25,769","26,645","28,220","24,247","23,592","25,131","26,239","26,543","24,912","27,071","31,625","32,137","26,767","26,347","28,284","27,257","26,802","25,792","26,741","24,949","25,914","28,771","27,561","33,573","33,006","27,839","28,918","35,298","22,575","24,478","24,118","26,106","25,775","32,065","33,222","38,498","30,620","30,488","34,465","36,169","40,108","36,014","38,996","33,118","31,702","29,498","32,529","30,412"
540,"29,773","29,247","29,376","30,288","31,857","28,278","34,169","27,875","27,245","29,561","32,545","39,571","26,967","27,692","27,533","25,849","27,824","31,657","28,451","31,939","25,682","28,590","30,880","38,157","25,316","27,733","30,218","26,616","28,094","38,592","26,078","31,475","28,129","34,312","41,043","40,706","37,739","26,380","40,304","26,510","28,665","33,863","28,086","29,835","29,798","38,943","39,914","35,251","25,724","26,698","28,241","24,029","23,504","25,037","26,137","26,292","24,810","27,106","31,488","31,912","26,710","26,235","28,304","27,239","26,727","25,814","26,671","24,973","26,000","28,771","27,373","33,359","33,031","27,622","28,910","35,025","22,594","24,443","24,222","26,049","25,751","32,116","33,055","38,155","30,780","30,220","34,157","35,937","40,367","35,945","39,247","32,998","31,775","29,341","32,420","30,365"
560,"29,824","29,259","29,318","30,429","31,951","28,222","34,322","27,729","27,147","29,582","32,592","39,288","27,055","27,614","27,369","25,822","27,767","31,461","28,559","31,694","25,782","28,578","30,971","38,049","25,265","27,329","30,163","26,671","27,959","38,688","26,222","31,735","28,163","34,629","41,275","41,163","37,698","26,210","40,067","26,514","28,520","33,865","28,196","29,939","29,690","39,310","39,898","35,253","25,916","26,671","28,375","23,906","23,496","25,002","26,094","26,367","24,808","27,069","31,594","31,876","26,696","26,378","28,418","27,127","26,722","25,880","26,661","24,925","26,008","28,622","27,363","33,290","32,871","27,400","28,743","34,890","22,600","24,325","24,200","26,022","25,896","31,800","32,951","38,106","30,590","30,047","33,975","36,135","39,902","35,976","38,786","32,888","31,869","29,229","32,533","30,159"
580,"29,527","29,114","28,988","30,004","31,727","28,082","34,065","27,722","27,029","29,445","32,486","39,169","26,853","27,555","27,233","25,682","27,665","31,422","28,392","31,580","25,780","28,543","30,914","37,602","25,180","27,663","29,947","26,588","28,118","38,414","25,927","31,720","27,959","34,378","40,747","40,447","37,906","26,314","40,267","26,316","28,414","33,535","28,000","29,702","29,806","38,925","39,339","35,129","25,827","26,776","28,276","24,016","23,376","24,967","26,139","26,318","24,780","26,955","31,363","31,647","26,484","26,210","28,343","26,898","26,622","25,775","26,661","24,957","25,849","28,512","27,292","33,002","32,847","27,465","28,841","34,520","22,531","24,443","24,153","25,859","25,659","31,873","32,702","37,706","30,692","30,010","34,045","35,765","40,112","35,908","39,176","32,773","31,798","29,102","32,518","30,114"
600,"29,239","28,880","28,722","29,647","31,439","27,812","33,696","27,247","26,784","29,320","32,286","38,651","26,798","27,329","27,086","25,637","27,467","31,071","28,196","31,327","25,629","28,575","30,769","36,996","25,006","27,012","29,980","26,367","27,733","37,853","25,904","31,718","27,880","34,031","40,475","40,020","37,492","26,039","39,198","26,163","28,053","33,147","27,904","29,465","29,359","38,510","38,741","34,673","25,653","26,518","28,127","23,555","23,212","24,775","25,925","26,022","24,653","26,510","31,049","31,314","26,255","26,131","28,208","26,584","26,359","25,549","26,388","24,694","25,684","28,218","26,988","32,608","32,484","27,192","28,608","34,196","22,398","24,171","23,900","25,722","25,594","31,475","32,100","37,222","30,386","29,582","33,680","35,792","39,312","35,575","38,220","32,275","31,386","28,820","32,241","29,718"
620,"29,378","28,965","28,982","29,827","31,743","28,065","33,918","27,465","26,973","29,437","32,480","38,690","26,792","27,265","27,120","25,586","27,616","31,245","28,412","31,533","25,888","28,629","31,031","37,124","25,029","27,498","29,984","26,571","28,131","38,088","26,173","31,986","28,082","34,498","40,751","40,222","37,706","26,008","39,549","26,353","28,345","33,033","28,210","29,659","29,525","38,808","38,982","34,896","25,800","26,716","28,155","23,896","23,276","24,835","26,206","26,257","24,773","26,645","31,253","31,443","26,424","26,265","28,410","26,725","26,484","25,696","26,469","24,682","25,861","28,241","27,100","32,720","32,631","27,233","28,667","34,129","22,602","24,294","24,024","25,829","25,747","31,727","32,412","37,251","30,688","29,663","33,665","36,043","39,873","35,676","38,355","32,359","31,702","28,959","32,475","30,131"
640,"29,269","28,792","28,853","29,829","31,461","27,967","33,788","27,427","26,822","29,388","32,425","38,331","26,751","27,175","27,073","25,578","27,518","31,141","28,286","31,404","25,800","28,437","31,027","36,759","24,937","27,549","30,092","26,690","28,129","37,912","26,120","32,122","27,941","34,704","40,494","39,939","37,580","25,965","39,294","26,329","28,127","32,994","28,094","29,520","29,535","38,704","38,737","34,784","25,829","26,769","28,257","23,804","23,276","24,775","26,173","26,255","24,804","26,882","31,188","31,322","26,316","26,222","28,514","26,671","26,412","25,778","26,425","24,747","25,790","28,235","27,031","32,563","32,533","27,173","28,633","33,784","22,559","24,367","24,096","25,802","25,698","31,469","32,408","37,084","30,659","29,506","33,498","35,747","39,584","35,594","38,378","32,237","31,506","28,782","32,484","29,835"
680,"29,122","28,633","28,571","29,584","31,280","27,814","33,490","27,206","26,724","29,149","32,145","37,824","26,637","26,816","26,824","25,378","27,331","30,784","27,992","31,092","25,806","28,322","30,876","35,914","24,653","26,916","30,496","26,533","27,910","37,159","25,943","32,002","27,810","34,608","39,978","39,894","37,092","25,682","38,269","26,016","27,522","32,649","28,025","29,473","29,353","38,629","38,251","34,392","25,808","26,475","28,129","23,673","23,210","24,606","25,996","26,122","24,669","26,578","31,027","30,933","26,127","26,159","28,590","26,355","26,300","26,004","26,251","24,580","25,737","27,904","26,778","31,994","31,884","26,851","28,349","33,210","22,475","24,145","24,033","25,567","25,445","31,041","31,916","36,457","30,435","28,967","32,992","35,498","39,129","35,167","37,904","31,900","31,224","28,673","32,080","29,506"
700,"28,984","28,555","28,547","29,494","31,122","27,775","33,175","27,275","26,635","29,153","32,090","37,655","26,582","26,886","26,704","25,367","27,239","30,700","28,037","31,169","25,843","28,318","30,763","35,825","24,637","27,198","31,220","26,361","27,951","36,888","26,010","32,002","27,767","34,635","39,733","39,502","37,259","25,618","38,369","26,010","27,484","32,410","27,953","29,527","29,461","38,394","37,980","34,229","25,692","26,425","28,088","23,657","23,108","24,563","25,843","26,143","24,627","26,794","30,669","30,755","26,082","26,133","28,641","26,384","26,180","26,555","26,225","24,618","25,612","27,945","26,773","31,871","31,820","26,869","28,408","33,018","22,502","24,159","24,002","25,539","25,410","31,161","31,980","36,412","30,502","28,996","32,869","35,253","39,286","35,269","38,367","31,998","31,261","28,555","32,037","29,471"
720,"28,980","28,486","28,555","29,398","31,202","27,853","33,302","27,204","26,663","29,094","32,127","37,794","26,653","26,990","26,896","25,365","27,431","30,786","27,984","31,069","26,010","28,604","30,935","35,688","24,696","27,286","32,492","26,575","28,084","36,724","26,037","32,308","27,818","34,688","39,704","39,469","36,990","25,659","38,259","26,071","27,694","31,951","28,094","29,388","29,404","38,114","37,871","34,227","25,776","26,502","28,194","23,692","23,161","24,610","26,065","26,306","24,645","26,773","30,892","30,639","25,949","26,033","28,696","26,249","26,114","27,394","26,161","24,575","25,590","27,833","26,767","31,802","31,753","26,825","28,327","32,733","22,455","24,110","23,943","25,478","25,339","31,139","31,610","36,282","30,512","28,918","32,984","35,335","39,102","35,037","38,182","31,918","31,100","28,404","31,920","29,637"
