File_Type,GValue
File_Version,1
GP,
MTP_Type,96Wells_Square
MTP_Wells_X,12
MTP_Wells_Y,8
Timestamp,20201208_133719
MTP,4
Plate-ID,

Time (min),A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
400,"122,773","119,902","118,422","119,880","131,657","125,588","128,953","128,522","115,992","120,949","123,718","123,380","110,467","124,404","84,584","113,165","133,345","103,755","111,961","124,541","112,210","114,165","115,755","129,663","117,243","115,435","121,627","114,455","124,496","126,165","111,590","129,243","84,310","105,096","116,976","104,849","99,708","101,639","121,896","128,533","127,947","118,710","109,673","122,586","118,947","120,704","112,308","79,002","113,333","122,690","121,976","110,702","123,990","114,925","110,276","112,382","114,629","111,178","101,514","122,975","114,525","125,627","94,798","111,020","114,278","120,433","119,186","112,271","120,675","119,037","130,406","118,680","130,571","101,880","97,804","118,259","124,159","122,476","130,751","119,473","128,812","121,263","131,224","127,580","99,290","107,484","93,994","99,720","94,531","114,743","137,416","123,890","114,835","100,514","109,265","124,588"
420,"127,655","123,665","121,696","125,414","135,745","129,269","132,980","132,775","118,178","125,088","127,804","127,563","114,969","128,459","88,288","115,480","135,957","110,504","115,547","128,841","116,578","117,855","119,165","133,175","121,547","120,349","126,278","121,218","128,725","129,606","117,524","131,918","93,631","113,918","121,000","113,678","107,851","109,327","127,053","131,976","130,863","124,447","115,020","125,684","123,543","125,265","117,259","84,635","119,463","127,010","126,984","115,345","128,267","118,229","113,665","116,494","118,755","113,802","105,004","127,257","116,486","129,851","104,649","115,624","119,171","124,653","124,059","115,324","125,045","123,973","132,488","123,661","134,259","110,059","106,439","123,361","127,978","126,914","133,527","122,914","131,794","125,076","133,722","131,420","105,827","113,018","102,506","107,963","103,208","118,808","138,969","127,694","116,094","108,343","111,480","128,775"
440,"131,918","127,876","124,902","129,888","138,057","132,569","135,755","135,271","120,914","128,716","131,967","130,810","118,149","131,718","92,422","117,131","137,724","115,141","119,800","132,390","120,967","121,443","122,875","135,918","125,994","125,347","129,865","126,982","132,198","131,908","122,576","133,931","102,551","121,151","125,184","119,553","114,373","114,445","131,182","134,761","133,710","128,843","118,704","128,569","127,339","129,204","121,592","90,551","124,555","130,498","130,739","118,396","131,388","121,451","116,339","120,737","122,971","115,984","107,810","130,767","118,390","132,969","114,463","119,961","123,776","128,071","127,784","118,447","128,816","127,755","134,447","127,676","136,551","115,859","113,920","128,441","131,065","130,647","135,247","126,284","134,394","128,647","136,227","134,018","111,147","116,984","110,439","114,616","111,088","122,924","139,949","131,192","117,682","114,312","113,231","132,902"
460,"134,633","130,414","127,212","132,090","138,645","134,218","136,394","136,165","122,141","130,412","133,331","132,698","120,010","133,306","95,233","117,622","137,980","117,359","121,698","133,304","123,347","123,778","124,875","136,202","127,971","127,918","131,137","130,169","133,043","132,592","125,851","133,945","110,161","125,537","127,443","123,390","117,210","116,659","133,245","134,941","134,463","131,400","121,680","129,537","129,269","130,602","124,361","96,016","127,220","131,996","132,431","120,212","132,671","123,908","117,527","123,078","125,553","117,314","108,996","131,880","119,504","134,012","120,320","122,541","126,688","129,561","129,125","119,941","129,598","129,106","134,614","129,398","137,157","119,329","117,373","131,186","132,443","132,290","135,353","128,584","134,861","130,259","136,237","134,645","113,978","119,320","114,908","119,006","115,429","125,982","139,129","132,449","117,608","117,729","113,337","134,586"
480,"138,794","135,363","131,980","135,580","141,361","137,394","139,171","138,927","125,786","134,118","136,816","136,198","124,525","137,076","99,418","120,365","140,892","122,253","126,051","136,329","127,778","127,747","128,386","139,171","132,224","132,506","135,127","134,290","136,553","136,280","130,510","137,143","117,049","130,163","131,625","128,427","122,398","121,710","136,700","138,151","137,722","134,555","126,086","134,131","132,545","133,286","128,876","103,114","131,331","135,086","135,604","123,833","135,755","127,976","121,004","127,898","129,720","120,516","111,373","135,478","122,635","137,222","127,416","126,349","130,822","132,790","132,224","123,257","132,755","132,029","136,457","133,151","139,822","125,365","122,696","134,888","135,884","135,767","138,004","132,382","137,633","133,739","138,555","137,663","118,100","124,039","120,500","126,096","122,475","130,804","141,471","135,439","119,835","123,831","115,886","138,216"
500,"141,053","137,659","135,184","137,478","142,437","139,057","140,190","139,902","128,922","135,618","138,402","137,827","127,031","138,569","102,175","121,294","141,790","125,480","128,724","137,429","131,233","130,680","131,649","140,610","135,063","134,292","136,973","136,494","137,692","136,918","133,106","137,771","122,604","132,608","133,478","131,833","125,859","125,065","138,794","139,247","138,298","136,006","129,347","135,447","134,367","134,969","131,676","108,278","134,924","137,661","137,316","126,249","137,269","130,522","123,314","130,886","132,280","123,033","113,292","137,247","124,127","138,261","131,773","129,237","133,255","134,569","134,939","125,488","133,951","134,147","137,335","134,635","140,827","129,547","126,302","137,227","137,982","137,302","138,837","134,500","138,263","134,812","139,155","138,645","121,588","127,943","125,343","130,453","127,465","133,478","141,829","137,010","120,822","127,788","116,778","139,908"
"520,25","142,504","139,657","137,582","138,696","143,267","139,780","141,237","140,663","131,271","136,516","139,457","139,051","129,718","139,733","104,741","122,327","142,435","128,488","130,780","138,512","132,871","132,733","134,029","140,927","136,649","136,063","137,653","137,980","137,912","137,020","134,502","137,829","126,224","134,418","135,855","134,088","128,847","127,629","139,924","139,788","137,978","137,225","131,661","136,357","135,951","135,624","133,206","112,245","136,676","138,155","137,890","128,000","138,341","133,280","125,306","132,729","133,753","125,100","114,359","138,792","125,457","139,029","134,735","133,288","134,933","136,104","135,831","128,602","135,359","134,643","137,412","136,045","141,431","132,635","130,147","138,361","138,908","138,198","139,388","135,775","139,200","135,829","139,694","139,245","124,604","131,231","129,892","133,812","131,182","135,369","141,990","137,992","121,039","131,325","117,629","141,496"
540,"143,692","141,059","139,402","139,833","143,869","140,761","141,796","141,465","133,533","137,729","140,378","140,375","132,284","140,673","107,220","122,947","142,933","131,325","132,741","138,559","134,457","135,006","135,863","140,906","138,661","137,467","137,492","139,043","138,078","136,714","135,700","137,859","128,729","135,790","136,724","135,961","131,559","129,984","141,169","139,218","138,014","138,441","133,400","135,986","136,324","136,975","134,912","115,486","137,653","138,153","139,241","131,116","138,604","135,165","127,147","135,108","134,749","127,296","115,355","138,947","126,953","139,796","136,888","134,924","136,882","137,255","135,649","130,443","135,833","135,120","137,984","137,335","141,929","135,139","133,516","139,406","139,447","139,216","140,129","137,014","139,486","136,600","140,092","139,763","128,469","134,106","133,296","136,141","134,053","137,690","142,176","138,737","121,735","133,657","118,161","142,722"
"560,25","143,031","140,008","139,496","139,016","142,865","139,963","140,918","140,302","133,761","136,712","139,469","139,633","132,937","139,863","107,927","122,086","141,953","133,106","132,420","137,061","134,325","134,978","134,363","139,222","138,251","137,302","135,778","138,906","136,641","135,014","135,769","135,998","129,596","136,173","135,629","136,675","133,355","132,371","139,971","137,535","136,100","136,837","134,590","134,702","134,649","135,584","135,057","117,171","136,237","136,576","138,918","130,953","137,118","134,818","127,718","134,818","135,245","127,788","114,943","137,065","126,767","138,812","137,443","134,153","136,398","135,975","134,292","129,959","134,259","133,612","136,959","136,433","141,096","135,729","134,449","138,961","137,922","138,237","138,576","136,780","138,357","135,978","138,900","138,871","130,225","134,657","134,182","136,653","134,696","137,233","140,745","137,896","120,765","134,057","117,508","142,037"
580,"145,445","142,392","141,996","141,155","144,857","141,347","142,494","141,986","136,459","139,459","141,276","141,831","137,218","142,302","111,149","124,016","143,908","136,022","135,253","138,143","137,398","136,902","135,445","139,920","139,933","138,741","136,808","139,925","137,988","136,022","137,324","137,204","132,751","137,569","136,976","138,763","136,825","134,794","140,943","138,680","137,506","137,976","136,582","135,859","135,367","136,431","136,975","122,051","138,302","137,980","141,014","134,390","137,833","135,812","131,710","136,347","136,896","130,969","117,098","137,961","129,202","140,329","140,276","135,220","137,984","137,080","135,471","131,490","135,237","134,886","138,733","138,569","142,724","138,116","137,347","141,029","138,965","140,398","140,296","138,473","139,747","137,802","140,498","140,682","134,514","137,837","137,792","139,302","137,275","139,137","142,014","139,565","122,224","136,857","119,196","144,002"
