File_Type,GValue
File_Version,1
GP,
MTP_Type,96Wells_Square
MTP_Wells_X,12
MTP_Wells_Y,8
Timestamp,20210208_132706
MTP,6
Plate-ID,

Time (min),A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
200,"31,108","29,729","30,376","32,963","30,061","35,833","35,933","29,820","32,249","34,533","38,655","40,959","32,490","27,341","33,410","29,410","28,463","36,682","33,329","28,755","29,143","35,390","38,471","31,618","35,992","25,896","26,878","30,561","27,804","33,018","29,624","27,310","28,771","33,729","31,702","31,494","30,020","24,343","25,620","31,039","25,771","28,076","30,002","27,047","28,400","36,131","36,761","29,141","29,704","23,888","25,692","27,773","26,584","26,178","25,839","26,314","27,612","32,061","30,559","27,512","26,916","25,198","25,502","25,614","26,269","25,708","28,473","26,355","28,541","30,463","35,351","30,761","34,163","27,494","27,173","25,618","27,533","25,851","26,682","27,441","28,606","31,896","28,635","28,294","28,706","28,410","29,912","29,884","29,022","29,261","32,653","29,071","29,145","37,347","29,212","27,596"
220,"31,906","30,378","30,933","33,802","29,825","36,755","37,608","30,053","32,747","35,657","41,014","44,167","34,165","27,731","35,086","29,759","28,131","38,525","34,741","29,096","29,424","37,573","40,996","32,129","38,845","26,006","26,992","30,937","27,702","34,700","30,416","27,082","28,808","34,890","32,190","32,506","31,463","24,300","25,400","32,263","25,973","28,525","30,451","26,912","28,263","38,337","39,039","29,614","30,514","23,661","25,504","27,861","26,725","26,294","25,804","26,135","28,178","33,025","30,849","27,467","26,888","24,929","25,443","25,624","26,720","25,722","29,053","26,216","28,329","31,416","37,490","30,976","36,261","27,310","27,053","25,518","28,051","25,780","26,710","27,645","28,365","33,424","28,441","28,380","28,467","28,471","30,473","30,625","29,086","29,655","33,929","29,355","29,176","39,920","29,165","27,465"
240,"33,484","31,508","32,159","35,614","29,822","38,478","40,245","30,892","33,941","37,792","45,037","47,957","37,298","28,739","38,057","30,671","28,388","41,839","37,731","29,710","30,069","41,184","44,761","33,988","43,206","26,575","27,482","32,390","27,849","37,422","31,937","27,118","29,492","37,278","33,290","34,310","33,996","24,520","25,678","34,537","26,543","29,698","31,412","27,227","28,535","41,959","42,755","30,637","32,263","23,971","25,951","29,102","27,431","26,831","26,096","26,402","29,386","35,104","32,008","27,920","27,455","25,169","26,008","26,131","27,782","26,296","30,592","26,661","28,708","33,171","41,424","31,512","39,810","27,669","27,994","26,053","29,412","26,378","27,447","28,690","28,810","36,259","28,784","29,198","29,033","29,641","32,465","32,553","30,073","31,225","36,404","30,404","30,094","43,984","30,255","27,929"
260,"35,714","33,208","33,925","38,002","30,182","40,635","43,908","32,143","35,865","40,439","48,135","49,890","40,763","30,176","41,488","31,608","28,651","45,075","41,125","30,865","31,320","45,057","48,359","35,731","45,965","27,378","28,380","33,986","28,018","41,231","34,010","27,361","30,400","40,061","34,616","36,451","36,873","24,788","25,902","37,543","27,259","31,431","32,580","27,353","28,555","45,935","46,149","31,802","34,316","23,908","25,976","30,255","28,641","27,286","26,361","26,367","30,929","37,484","33,025","28,171","27,567","25,175","26,241","26,512","28,988","26,663","32,002","26,549","28,780","35,437","44,953","32,363","43,416","27,669","28,306","26,231","30,739","26,571","27,876","29,514","28,653","39,190","28,925","29,661","28,663","30,010","33,896","34,406","30,563","32,245","38,467","31,108","30,578","47,037","30,790","27,804"
280,"38,512","35,659","36,098","40,780","30,486","43,459","47,688","33,902","38,267","43,712","50,133","53,265","44,682","32,002","43,467","32,841","28,916","48,131","44,924","32,547","32,843","47,890","50,600","38,069","48,316","28,365","29,484","36,067","28,025","45,045","36,873","27,543","31,494","43,506","36,314","39,588","40,478","25,094","25,904","41,390","28,365","34,178","34,302","27,561","28,784","48,139","47,976","33,502","36,825","23,937","26,386","32,106","29,890","28,114","26,735","26,496","33,371","40,765","34,429","28,565","28,153","25,018","26,788","26,941","30,763","27,680","34,325","26,688","28,933","38,375","47,292","33,657","46,171","27,594","29,025","26,584","33,314","26,959","28,904","30,776","28,951","43,206","29,229","30,802","28,575","31,400","36,825","37,706","31,598","34,524","41,896","32,565","31,386","49,859","32,102","27,824"
300,"42,439","38,880","38,916","44,114","30,710","46,686","50,075","35,955","41,324","47,533","53,471","57,604","46,851","35,035","45,849","34,112","29,273","50,067","47,953","34,639","34,924","49,975","52,976","40,900","51,859","29,924","30,929","38,731","28,288","46,906","40,616","27,629","33,261","46,198","38,461","42,949","43,349","25,635","26,243","45,367","30,361","38,208","36,741","27,857","28,876","50,241","51,118","35,502","40,161","23,967","26,816","34,690","32,082","29,241","27,194","26,592","36,606","44,771","36,339","29,137","29,133","25,212","27,455","27,865","33,076","28,939","37,492","26,969","29,086","42,094","49,865","35,422","48,353","27,627","30,504","27,282","36,527","27,698","30,071","32,710","28,976","45,900","29,486","32,639","28,702","33,306","40,202","41,825","33,084","37,537","45,494","34,473","32,731","52,876","33,686","27,765"
320,"45,261","42,614","42,535","46,118","31,022","49,447","52,776","38,929","45,200","48,939","57,816","62,124","48,765","38,484","48,871","35,378","29,814","51,953","50,210","37,580","37,510","53,016","56,473","44,110","55,849","32,180","33,404","41,910","28,522","49,641","44,325","28,014","35,629","48,033","40,824","45,408","45,449","26,257","26,506","47,865","33,004","43,345","40,184","28,143","29,155","53,488","55,004","38,129","44,008","24,069","27,449","37,806","34,900","30,947","27,902","26,708","40,457","47,537","38,910","29,945","30,190","25,141","28,594","28,849","36,641","30,659","41,451","27,384","29,524","45,516","53,504","37,690","51,673","27,790","32,400","27,992","40,667","28,624","31,871","35,088","29,176","48,667","29,882","35,365","28,580","35,835","44,275","45,614","35,086","41,418","48,231","37,006","34,590","56,718","35,592","27,820"
340,"47,043","44,720","44,976","48,080","31,408","51,241","55,841","42,425","47,459","50,804","61,418","66,229","51,375","43,008","51,380","36,769","30,331","54,227","52,651","41,063","40,671","56,022","59,773","45,127","60,000","34,761","36,196","43,847","28,700","52,992","46,412","28,225","38,176","50,010","42,980","46,596","47,676","27,049","26,933","50,135","36,120","46,982","44,086","28,522","29,224","56,680","58,765","41,178","45,727","24,041","28,378","41,208","38,406","33,204","28,649","26,727","43,345","49,388","41,988","30,643","31,618","25,135","30,063","30,169","40,482","32,694","44,520","27,747","29,929","47,700","57,080","40,682","54,871","27,516","34,749","29,000","43,798","29,633","34,282","37,767","29,188","52,153","30,176","38,551","28,498","38,698","46,802","48,735","37,394","45,024","50,355","39,667","36,667","60,465","37,818","27,590"
360,"50,063","47,580","47,524","51,724","32,163","54,565","60,322","46,373","51,349","54,337","66,922","69,720","55,384","46,794","55,747","38,996","31,653","57,761","56,961","45,439","45,053","60,482","64,896","47,253","65,622","38,667","40,445","45,478","29,429","57,655","49,424","29,061","41,951","53,563","45,543","48,816","51,633","28,724","27,945","54,339","40,792","52,484","47,584","29,612","29,771","61,367","64,245","44,796","48,578","24,251","30,245","43,196","42,827","36,306","30,137","27,047","46,135","53,018","45,275","32,165","33,973","25,557","32,375","32,694","44,292","35,498","47,398","28,751","30,871","50,880","62,582","44,918","59,680","27,825","38,559","30,922","47,063","31,453","37,955","41,637","29,500","56,833","30,902","42,547","28,857","43,214","50,476","53,263","41,110","48,422","53,339","43,473","39,606","65,820","41,071","27,531"
380,"53,635","50,624","49,684","55,031","33,343","57,806","64,678","48,955","54,231","57,788","69,559","71,992","59,341","51,098","59,571","41,161","33,090","61,743","61,180","47,763","47,537","64,720","67,969","49,429","67,925","42,767","43,790","46,947","30,163","62,904","52,831","29,702","45,357","56,688","47,857","51,073","55,318","30,659","29,049","58,396","44,180","58,422","50,998","30,669","30,471","65,739","66,910","46,784","51,202","24,484","32,125","46,116","46,167","39,812","31,633","27,510","49,786","56,753","47,035","33,810","36,771","25,976","35,139","35,380","47,071","39,202","50,533","30,243","32,047","53,871","66,878","48,298","64,039","27,861","42,629","33,590","50,739","33,514","41,871","44,863","30,200","61,822","31,894","45,565","28,824","46,600","53,651","57,867","43,904","51,816","56,280","46,547","43,390","68,006","44,490","28,016"
