File_Type,GValue
File_Version,1
GP,
MTP_Type,96Wells_Square
MTP_Wells_X,12
MTP_Wells_Y,8
Timestamp,20210126_104027
MTP,2
Plate-ID,

Time (min),A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
400,"29,588","33,010","30,498","32,733","81,541","27,018","30,227","27,629","30,371","29,225","29,439","32,986","30,959","29,118","32,498","28,176","27,122","29,878","27,116","26,457","27,778","28,967","28,222","28,806","30,700","34,210","36,992","29,429","25,492","25,402","27,243","26,067","34,092","27,329","28,698","30,745","29,635","26,116","28,569","27,827","29,131","27,655","25,873","25,200","25,163","26,400","29,063","31,049","29,437","26,363","25,392","26,463","23,988","27,296","26,778","27,194","27,141","26,020","24,659","28,120","30,006","29,043","28,235","30,812","30,718","27,157","31,475","27,659","29,935","41,116","26,973","29,692","28,667","28,071","34,031","30,733","31,761","29,276","32,451","26,716","29,057","26,537","30,047","29,982","35,673","44,582","36,355","32,090","36,594","37,894","29,802","29,294","30,067","27,504","32,467","28,971"
420,"29,816","32,937","30,531","32,710","86,441","27,176","30,376","27,782","30,333","29,247","29,378","32,924","30,894","29,261","32,451","28,190","27,194","30,004","27,212","26,465","27,845","28,949","28,135","28,804","30,733","34,169","36,690","29,482","25,496","25,433","27,143","26,116","34,039","27,357","28,835","30,888","30,290","26,406","28,675","27,718","29,280","27,765","25,922","25,139","25,437","26,478","29,035","30,920","29,461","26,406","25,500","26,604","24,190","27,392","26,749","27,214","27,263","26,200","24,755","28,259","29,896","29,229","28,357","30,702","30,753","27,225","31,531","27,753","30,037","40,363","27,114","29,569","28,741","28,104","33,925","30,790","31,584","29,282","32,476","26,812","29,186","26,665","29,922","30,067","35,698","44,518","36,163","32,300","35,955","37,551","29,859","29,563","30,316","27,645","32,537","29,355"
440,"29,451","32,410","30,245","32,200","92,198","27,033","30,373","27,759","30,278","29,345","29,388","32,778","30,724","29,320","31,792","27,976","26,951","29,504","26,945","26,353","27,606","28,725","28,082","28,675","30,100","33,594","36,249","29,298","25,459","25,273","26,888","25,880","33,380","27,204","28,688","30,447","31,292","26,512","28,622","27,400","29,202","27,490","25,798","25,169","25,145","26,343","28,784","30,586","29,171","25,992","25,437","26,529","24,120","27,459","26,380","27,055","27,253","26,196","24,765","28,351","29,327","29,024","28,310","30,233","30,118","27,390","31,104","27,710","29,445","39,598","27,114","29,000","28,588","28,082","33,551","30,622","31,141","29,114","31,739","26,790","28,988","26,504","29,802","29,904","35,416","44,253","35,231","32,014","35,137","37,018","29,798","29,563","29,886","27,567","32,243","29,465"
460,"29,729","32,245","30,220","32,131","97,647","27,053","30,561","27,702","30,082","29,235","29,186","32,375","30,404","28,855","31,798","27,906","26,863","29,516","26,939","26,210","27,455","28,578","28,051","28,282","29,886","33,408","35,576","29,214","25,312","25,216","26,769","25,755","33,029","27,122","28,459","30,608","32,827","27,033","28,390","27,263","28,894","27,425","25,751","25,110","25,198","26,235","28,500","30,182","29,061","25,916","25,349","26,414","24,120","27,104","26,439","27,043","27,078","26,114","24,633","28,175","29,394","28,675","28,035","29,563","30,071","27,051","31,265","27,294","29,347","38,773","27,047","29,192","28,482","28,059","32,924","30,284","30,725","28,692","31,580","26,704","28,812","26,445","29,659","29,822","35,071","44,090","34,590","31,729","34,582","36,716","30,163","29,665","29,857","27,410","32,037","29,367"
480,"29,743","31,963","29,961","31,690","99,000","26,980","30,324","27,375","29,645","29,067","28,871","32,143","29,753","28,249","31,394","27,575","26,592","28,929","26,527","25,959","27,135","28,324","27,612","27,925","29,498","32,890","34,547","28,643","25,161","25,016","26,404","25,637","32,478","26,690","27,994","30,196","35,176","27,484","27,947","26,969","28,165","27,076","25,431","24,955","24,994","25,869","27,976","29,484","28,594","25,496","25,265","26,251","24,061","26,696","25,992","26,580","26,984","25,847","24,418","27,855","29,110","28,253","27,673","28,890","29,794","26,659","30,773","26,778","28,898","37,925","26,471","28,884","28,176","27,939","32,259","29,771","30,273","28,325","31,016","26,484","28,476","26,284","29,249","29,510","34,492","43,494","33,965","31,137","33,841","35,851","30,382","29,761","29,363","27,214","31,657","29,320"
500,"29,841","31,539","29,763","31,465","98,876","26,978","30,367","27,431","29,482","29,047","28,839","31,812","29,655","28,135","31,125","27,371","26,392","28,914","26,535","25,851","26,975","28,371","27,506","27,849","29,098","32,573","33,827","28,475","25,008","25,016","26,216","25,539","32,278","26,694","27,843","30,076","39,131","28,602","27,761","26,739","28,367","26,835","25,288","24,947","25,208","25,884","27,912","29,039","28,455","25,453","25,214","26,092","23,963","26,549","25,806","26,541","26,959","25,924","24,443","28,000","28,833","28,086","27,512","28,361","29,302","26,524","30,637","26,727","28,694","36,880","26,594","28,757","27,955","28,384","31,875","29,514","29,845","28,082","30,629","26,341","28,400","26,269","29,159","29,459","34,361","43,578","33,227","31,065","33,251","35,265","30,796","29,898","29,406","27,237","31,312","29,851"
520,"30,037","31,347","29,504","31,198","97,037","26,941","30,631","27,363","29,500","29,214","28,716","32,053","29,594","28,380","30,759","27,433","26,190","28,645","26,261","25,855","26,841","28,718","27,582","28,071","28,831","32,006","33,273","28,453","24,984","25,049","26,088","25,424","32,031","26,655","27,751","29,816","44,718","30,451","27,769","26,412","27,984","26,682","25,273","24,994","25,443","25,908","27,918","28,924","28,192","25,157","25,041","26,173","24,006","26,724","25,514","26,427","27,063","25,884","24,637","28,243","28,398","28,094","27,580","28,331","28,745","26,720","30,116","26,475","28,539","36,259","26,537","28,200","28,055","28,871","31,610","29,520","29,575","27,902","30,173","26,575","28,247","26,324","29,071","29,557","34,151","43,149","32,931","30,688","32,800","34,820","31,688","30,078","29,243","27,457","31,406","30,790"
540,"31,153","31,420","29,802","31,271","97,355","26,945","31,259","27,353","29,392","29,306","28,837","32,000","29,496","27,920","31,124","27,310","26,218","28,616","26,412","25,684","26,857","29,433","27,498","27,965","28,859","32,069","33,153","28,241","24,884","25,278","26,031","25,382","31,802","26,584","27,596","30,004","52,290","33,588","27,575","26,547","27,890","26,476","25,312","25,031","26,020","25,733","27,673","28,561","28,210","25,224","25,241","26,127","24,014","26,345","25,553","26,390","27,265","25,810","24,363","28,657","28,657","27,843","27,449","27,853","28,929","26,510","30,298","26,441","28,598","35,637","26,649","28,561","28,269","30,235","31,188","29,341","29,420","27,892","30,063","26,567","28,390","26,390","28,924","29,655","33,929","42,688","32,629","30,584","32,739","34,716","33,614","30,206","29,159","27,404","31,231","32,104"
560,"32,425","31,018","29,355","31,043","99,896","26,918","32,045","27,529","29,578","29,624","28,953","32,151","29,949","28,290","30,596","27,353","26,122","28,375","26,369","25,678","26,741","30,592","27,720","28,298","28,465","31,555","32,608","28,443","25,002","25,437","25,788","25,453","31,853","26,735","27,627","29,696","61,916","37,382","27,604","26,335","27,633","26,539","25,404","25,190","26,849","25,820","27,733","28,720","28,204","25,124","25,355","26,216","24,135","26,529","25,447","26,369","27,557","25,963","24,576","29,376","28,371","27,853","28,012","27,700","28,545","26,871","29,824","26,388","28,267","35,002","26,671","28,016","28,551","32,161","31,010","29,484","29,241","27,782","29,671","26,765","28,333","26,586","28,908","29,833","34,075","41,596","32,422","30,565","32,163","34,049","35,853","30,404","29,151","27,882","31,039","34,608"
580,"34,429","30,471","29,069","30,786","99,647","26,637","32,829","27,331","29,459","29,847","28,792","32,096","29,927","28,165","30,653","27,047","26,031","28,159","26,349","25,635","26,598","32,163","27,594","28,390","28,294","31,229","31,773","27,847","24,920","25,786","25,655","25,302","31,476","26,739","27,408","28,831","71,206","42,045","27,375","26,325","27,196","25,986","25,586","25,016","28,184","25,794","27,667","28,422","27,898","25,018","25,320","26,178","24,145","26,367","25,329","26,371","28,163","26,002","24,669","30,278","28,359","27,539","28,108","27,586","28,016","27,071","29,222","25,988","28,382","34,053","26,869","27,625","28,765","34,324","30,573","29,402","28,973","27,727","29,457","27,073","28,167","26,859","28,649","29,584","32,982","40,394","31,892","30,414","31,996","33,847","38,629","30,427","29,235","28,376","30,900","37,602"
