File_Type,GValue
File_Version,1
GP,
MTP_Type,96Wells_Square
MTP_Wells_X,12
MTP_Wells_Y,8
Timestamp,20210223_150133
MTP,9
Plate-ID,

Time (min),A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
400,"32,594","36,943","36,339","34,282","69,967","66,937","46,425","56,480","32,724","61,761","35,233","43,433","33,310","30,412","26,814","47,461","52,829","28,963","80,741","63,394","33,257","30,698","36,184","46,735","31,788","32,255","43,345","27,906","37,835","32,696","27,125","33,145","28,559","31,984","34,818","28,876","29,186","27,886","26,051","37,178","34,410","25,761","27,129","52,947","32,102","28,880","27,598","25,888","26,594","28,535","31,784","28,420","38,506","29,629","38,882","29,665","27,804","31,043","27,900","53,784","32,296","32,949","26,843","41,669","38,357","42,463","34,669","33,673","40,439","42,773","56,008","28,904","35,553","32,588","29,782","32,441","40,273","33,461","33,880","34,333","40,120","29,778","67,551","44,261","32,702","31,253","30,563","31,206","33,851","33,539","63,341","58,116","35,280","29,992","43,949","34,447"
420,"33,016","36,325","36,051","33,990","69,418","66,094","45,869","55,549","32,375","61,359","34,953","42,973","32,992","30,376","26,714","46,416","52,006","28,863","81,349","62,490","32,880","30,431","36,124","46,416","32,020","31,980","42,586","27,716","37,208","32,402","27,106","32,898","28,363","31,992","34,447","28,645","28,939","27,871","26,055","36,792","34,069","25,508","26,955","52,406","31,992","28,867","27,412","25,808","26,475","28,286","31,455","28,388","38,349","29,531","38,420","29,541","27,178","30,859","27,700","52,886","31,894","32,775","26,822","40,933","38,088","41,792","34,576","33,316","39,924","42,308","55,486","28,771","35,141","32,286","29,457","32,122","39,647","33,182","33,475","33,980","39,473","29,682","67,031","43,710","32,294","31,067","30,320","31,000","33,629","33,302","62,541","57,629","35,031","29,794","43,716","34,420"
440,"32,894","36,035","36,286","34,086","68,994","65,910","45,506","55,322","32,171","60,953","34,792","42,543","32,957","30,222","26,569","45,829","51,459","28,633","82,443","62,288","32,806","30,414","35,855","45,806","31,731","32,004","42,135","27,639","37,014","32,173","26,935","32,576","28,249","31,608","34,271","28,476","28,984","27,778","25,937","36,510","33,929","25,367","27,045","51,927","31,833","28,571","27,400","25,739","26,612","28,222","31,267","28,080","37,749","29,539","38,147","29,525","27,578","30,784","27,508","52,529","31,814","32,518","26,796","40,975","37,529","41,482","34,414","33,163","39,455","42,276","54,839","28,665","35,116","32,108","29,329","31,924","39,435","33,282","33,376","34,047","39,390","29,606","66,604","43,578","32,339","30,931","30,275","31,043","33,408","33,294","62,261","57,347","35,139","29,747","43,453","34,318"
460,"32,104","36,104","35,731","33,533","68,363","65,094","44,984","54,739","32,210","60,500","34,669","42,192","32,469","29,833","26,410","44,992","50,986","28,541","83,159","61,865","32,469","30,202","35,637","45,316","31,325","31,700","41,737","27,388","36,294","32,090","26,755","32,422","28,075","31,331","34,016","28,290","28,684","27,486","25,761","36,090","33,502","25,135","26,778","51,210","31,518","28,353","27,163","25,586","26,378","27,984","30,941","27,859","37,208","29,018","37,822","29,204","26,924","30,665","27,445","51,700","31,559","32,061","26,486","40,186","37,024","40,947","33,802","32,853","38,939","42,173","54,675","28,286","34,902","31,890","29,224","31,757","38,892","32,759","32,857","33,500","38,839","29,461","65,884","42,865","31,978","30,759","30,006","30,771","33,180","33,075","61,614","56,694","34,627","29,525","42,784","33,835"
480,"32,251","36,124","35,616","33,829","68,629","65,641","45,102","55,088","32,314","60,882","34,686","42,180","32,712","30,059","26,594","44,825","51,008","28,684","84,184","61,951","32,675","30,396","35,525","45,345","31,429","31,596","41,743","27,563","36,408","32,225","26,929","32,425","28,206","31,516","34,176","28,371","28,837","27,645","25,912","36,263","33,739","25,257","26,984","51,539","31,916","28,780","27,245","25,692","26,624","27,998","30,996","27,996","37,347","29,133","37,927","29,333","27,241","30,724","27,702","52,000","31,416","32,188","26,661","40,459","37,147","40,855","34,133","32,947","38,986","41,920","54,494","28,359","34,816","32,076","29,208","31,875","38,918","32,996","33,231","33,818","39,127","29,490","66,337","42,871","32,151","31,143","30,367","31,094","33,531","33,243","61,908","57,141","34,967","29,820","43,135","34,159"
500,"32,625","35,673","35,735","33,853","68,929","65,369","44,759","54,947","32,171","60,794","34,561","42,000","32,620","29,947","26,506","44,141","50,800","28,655","83,443","61,925","32,524","30,265","35,737","45,175","31,371","31,724","41,253","27,573","36,112","32,100","26,927","32,502","28,178","31,292","34,173","28,296","28,714","27,675","25,847","36,002","33,425","25,124","26,931","51,225","31,680","28,457","27,182","25,733","26,359","27,973","30,800","27,767","37,037","29,041","37,680","29,237","27,173","30,510","27,473","51,541","31,363","32,182","26,590","39,953","37,118","40,743","34,075","32,973","38,790","42,388","54,394","28,478","34,884","31,802","29,253","31,865","38,616","32,761","32,965","33,435","38,914","29,394","66,194","42,476","31,831","30,863","30,200","31,055","33,363","32,994","61,943","57,147","34,812","29,543","42,988","33,888"
520,"31,692","36,002","35,594","33,729","68,537","65,057","44,306","54,329","32,096","60,339","34,298","41,539","32,747","29,708","26,416","43,445","49,773","28,522","81,449","61,314","32,353","30,078","35,471","44,702","31,282","31,471","41,065","27,320","35,910","31,875","26,751","32,076","28,051","31,043","33,706","28,114","28,475","27,592","25,786","35,647","33,169","25,057","26,869","50,829","31,590","28,345","27,020","25,684","26,306","27,747","30,729","27,771","36,888","28,988","37,469","29,178","27,084","30,367","27,441","50,973","31,084","32,073","26,478","39,898","36,671","40,351","33,782","32,665","38,453","42,171","53,684","28,359","34,825","31,894","29,027","31,569","38,269","32,673","32,700","32,622","38,404","29,286","65,514","42,298","32,127","30,741","30,118","30,973","33,341","32,843","61,147","56,941","34,473","29,669","42,659","33,841"
540,"32,039","35,649","35,573","33,767","68,298","64,980","44,443","54,153","32,275","60,116","34,461","41,433","32,367","30,051","26,402","43,124","49,990","28,392","80,537","61,302","32,225","30,051","35,361","44,624","31,002","31,700","41,035","27,361","35,898","31,802","26,841","31,990","27,965","31,086","33,669","28,165","28,376","27,778","25,665","35,596","33,100","24,982","26,806","50,690","31,565","28,525","27,159","25,724","26,302","27,829","30,571","27,655","36,957","28,927","37,273","29,239","27,065","30,394","27,412","50,953","31,051","32,127","26,510","39,722","36,573","40,320","33,647","32,545","38,286","41,673","53,604","28,337","34,669","31,804","28,941","31,553","38,208","32,506","32,855","33,378","38,431","29,159","65,535","42,157","31,767","30,731","29,992","31,025","33,337","32,912","60,925","56,402","34,576","29,508","42,563","33,855"
560,"31,906","35,396","35,380","33,639","68,165","64,614","43,878","53,753","32,010","59,641","34,271","41,016","32,112","29,663","26,280","42,573","49,200","28,329","79,839","60,663","32,033","29,971","35,145","44,041","31,037","31,537","40,492","27,257","35,143","31,604","26,833","31,880","27,953","30,961","33,606","28,075","28,518","28,029","25,633","35,214","32,859","24,873","26,806","50,080","31,492","28,218","26,914","25,602","26,267","27,620","30,341","27,520","36,306","28,792","37,088","28,984","26,994","30,208","27,271","50,333","30,876","31,657","26,478","39,167","36,418","39,941","33,578","32,378","38,114","41,427","53,400","28,355","34,463","31,665","28,859","31,435","37,810","32,275","32,431","32,549","38,237","28,955","65,620","41,722","32,006","30,653","29,888","31,186","33,188","32,559","60,529","56,206","34,257","29,545","42,249","33,606"
580,"32,457","35,518","35,386","33,675","68,343","64,880","43,988","53,806","32,112","60,210","34,212","41,035","32,129","29,653","26,139","42,288","49,427","28,386","80,029","61,167","31,871","29,820","35,198","44,184","30,753","31,388","40,433","27,333","35,073","31,478","26,737","31,843","27,808","30,831","33,610","27,943","28,243","28,333","25,669","35,218","32,798","24,822","26,780","49,884","31,427","28,194","26,935","25,606","26,047","27,610","30,388","27,545","36,255","28,663","37,078","28,920","27,000","30,229","27,155","50,594","30,927","31,769","26,488","39,271","36,325","39,953","33,227","32,337","38,073","41,708","53,755","28,251","34,553","31,533","28,796","31,296","37,788","32,202","32,433","32,512","38,175","28,973","65,816","41,675","31,761","30,829","29,912","30,949","33,304","32,535","60,869","56,186","34,196","29,443","42,173","33,616"
