File_Type,GValue
File_Version,1
GP,

MTP_Type,96Wells_Square
MTP_Wells_X,12
MTP_Wells_Y,8
Timestamp,20210120_101852
MTP,1
Plate-ID,

Time (min),A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
"401,25","87,869","89,282","62,108","75,302","58,425","43,504","57,875","50,727","58,824","59,351","53,175","48,441","87,524","84,741","31,014","63,300","51,390","49,359","44,827","30,096","36,561","42,492","40,559","42,080","83,020","75,769","38,882","40,335","35,908","31,929","27,825","34,112","26,751","50,931","43,029","40,855","76,018","59,871","43,986","29,369","30,600","26,157","25,804","33,365","37,290","53,276","29,590","37,359","75,427","48,357","43,973","43,820","39,010","40,782","34,294","39,318","30,292","40,912","33,149","50,696","75,618","53,890","33,182","31,065","28,359","32,349","26,235","32,380","46,780","26,280","31,990","38,237","62,078","55,024","51,861","52,410","36,755","46,659","38,947","43,145","50,914","35,671","61,147","40,753","27,431","52,957","55,571","56,386","46,412","46,400","28,402","28,018","48,794","47,218","48,849","65,918"
421,"92,490","92,324","65,945","79,833","59,873","46,225","59,171","52,033","60,378","60,671","54,890","48,702","91,916","88,959","31,741","68,800","53,288","50,382","48,288","31,673","38,425","44,500","43,018","44,414","86,706","80,286","41,653","41,800","38,359","33,302","29,196","35,631","27,520","52,400","47,620","43,194","81,365","63,069","46,894","31,557","32,706","26,671","26,580","35,010","39,886","59,300","30,976","38,806","80,471","54,802","45,690","44,641","41,559","43,512","36,131","41,276","31,892","43,161","34,618","52,147","82,118","55,614","34,410","33,100","29,488","34,257","27,098","34,618","50,690","26,769","33,049","40,131","64,829","55,747","54,445","53,353","39,347","46,365","41,845","44,696","55,771","37,088","64,676","42,096","27,578","54,455","57,586","58,180","50,676","45,963","28,775","28,253","51,035","49,451","53,229","70,163"
441,"95,569","93,961","69,471","82,747","61,312","47,180","60,424","52,698","61,716","62,275","55,622","51,210","94,953","91,714","32,243","72,237","53,876","54,990","49,951","32,463","40,514","43,259","42,945","46,076","89,622","83,082","44,020","40,688","40,324","34,602","30,992","37,482","28,300","53,482","51,522","44,804","85,008","66,167","49,280","32,522","33,606","27,220","27,363","36,341","42,422","63,425","32,276","41,057","84,802","54,763","47,904","48,131","42,586","43,263","37,875","42,980","33,312","43,486","35,620","56,253","86,922","57,084","35,620","33,663","30,935","35,873","27,837","35,888","51,910","26,998","34,673","41,733","67,653","58,582","55,282","54,610","41,484","49,718","44,424","46,849","59,739","38,814","68,173","42,916","27,555","55,459","59,112","60,235","52,420","48,588","29,143","28,510","54,414","49,757","54,676","73,525"
461,"98,369","96,125","72,800","85,396","63,090","47,361","61,812","53,749","63,598","64,539","56,649","52,031","97,775","93,820","32,761","74,965","54,469","56,922","50,382","34,004","42,688","44,996","44,949","45,459","92,186","85,310","45,561","41,863","42,002","36,184","32,069","40,125","29,284","54,567","55,457","46,278","87,761","69,755","51,314","33,469","35,090","27,957","28,494","38,716","44,818","66,602","33,747","43,290","87,569","59,510","48,343","49,192","43,651","46,049","39,818","42,012","34,269","44,831","37,578","58,137","90,657","58,553","37,000","34,827","31,788","37,637","28,757","38,271","52,896","27,273","35,857","43,325","71,447","61,049","55,635","56,125","43,384","51,806","44,690","46,986","63,002","40,825","71,912","42,984","27,539","56,714","61,035","62,918","53,420","49,253","29,531","28,665","55,631","51,163","55,553","77,333"
1731,"110,392","105,231","89,765","112,498","80,635","70,012","80,575","82,125","83,822","76,816","85,194","81,394","111,800","107,324","59,106","95,110","80,529","87,933","77,245","60,102","70,861","78,800","71,033","67,265","111,608","101,765","74,049","60,092","59,398","61,241","55,553","56,188","52,743","84,200","98,775","80,402","108,316","97,469","75,222","51,686","56,618","47,314","50,529","63,390","68,902","79,792","81,471","65,933","102,102","74,929","73,529","83,541","73,251","66,894","63,265","63,820","57,273","77,108","67,714","73,725","95,922","73,735","58,229","51,694","65,104","63,661","49,639","58,051","84,731","45,412","55,863","72,029","98,751","70,212","81,455","90,784","69,524","71,304","74,502","81,355","101,733","68,418","99,200","76,359","27,653","90,127","99,224","98,500","106,102","85,298","70,125","90,912","88,290","84,925","90,961","94,224"
1751,"113,590","107,186","91,965","113,163","83,080","71,324","82,331","84,829","86,667","77,910","87,388","83,114","112,878","110,237","60,763","96,337","83,229","92,278","79,565","62,639","72,204","81,312","73,547","69,963","113,175","102,229","77,071","63,757","60,890","61,592","57,490","57,675","54,055","86,784","102,161","85,769","111,047","100,429","76,212","52,576","57,157","47,463","51,200","64,618","73,247","81,196","86,490","67,535","104,559","72,794","75,641","85,537","74,659","68,384","65,776","66,486","58,631","80,076","69,259","75,480","96,584","75,806","59,602","53,963","68,033","64,324","49,918","58,910","87,988","45,541","57,802","74,331","100,392","71,302","82,831","93,935","71,392","72,229","77,239","84,749","103,761","71,010","102,106","79,984","27,759","91,753","102,210","100,431","108,943","87,547","71,702","94,873","91,106","86,984","93,386","96,473"
1771,"115,733","108,492","93,933","113,990","86,684","74,894","84,376","88,704","90,306","82,618","91,704","87,949","114,825","111,896","64,820","97,531","87,053","95,737","83,553","66,933","76,418","85,194","78,700","73,545","114,522","106,318","79,725","68,145","65,118","65,592","61,065","61,065","58,082","90,971","105,153","92,006","112,916","103,816","79,737","54,359","60,827","50,151","55,200","69,267","77,080","84,778","92,467","71,006","106,247","78,698","80,208","89,327","78,871","72,055","71,169","69,655","61,586","85,180","73,290","79,537","99,273","79,604","63,457","56,500","73,275","68,433","52,567","62,488","92,039","47,449","61,488","78,588","103,924","72,500","85,586","96,824","75,451","75,233","81,837","88,690","106,747","75,243","105,765","84,900","27,618","95,796","105,959","104,133","112,729","91,243","74,473","101,353","94,424","91,388","97,084","98,969"
1791,"119,061","110,908","97,910","114,298","89,765","78,696","87,331","92,502","94,886","84,988","96,265","91,963","115,190","112,327","66,529","97,692","90,029","98,618","87,112","71,386","80,384","89,784","82,180","73,986","115,612","109,194","86,118","71,484","68,606","68,622","63,924","64,047","60,506","94,496","108,602","97,241","113,949","106,173","82,447","55,747","63,124","51,863","56,720","72,855","78,902","89,292","97,004","73,482","107,880","81,880","83,710","92,602","82,284","76,435","76,455","69,841","64,073","89,714","75,304","82,280","99,843","82,898","67,065","59,608","77,529","72,663","53,092","65,447","93,908","48,375","64,994","83,486","107,273","73,690","88,065","99,920","79,582","77,641","85,861","92,614","109,684","78,618","108,647","89,327","27,363","99,802","109,104","108,308","115,010","94,859","77,594","105,880","97,727","94,884","99,843","102,561"
1811,"124,004","115,149","103,543","117,135","95,686","83,151","91,920","99,090","101,363","89,155","102,353","97,763","118,859","115,322","70,441","100,176","96,027","104,802","92,229","76,853","84,922","96,471","86,837","82,416","119,296","112,284","93,345","77,543","73,455","71,247","67,733","69,024","65,088","100,427","114,427","104,390","116,278","111,537","86,482","57,427","66,555","55,408","60,333","77,296","86,667","93,633","104,827","78,271","111,725","88,763","89,016","98,247","88,271","82,063","82,557","76,380","68,290","97,051","79,582","87,284","104,122","87,069","70,545","62,892","84,863","76,186","55,351","68,945","100,318","50,055","68,218","89,880","114,025","76,808","93,167","105,522","84,416","82,012","93,106","97,365","115,384","84,686","114,494","96,051","27,780","106,408","115,061","114,686","119,920","101,775","82,408","112,057","103,849","101,702","106,078","107,482"
1831,"125,884","115,796","107,514","118,339","99,922","87,380","95,629","103,747","106,120","92,092","107,378","102,084","120,380","116,545","73,135","101,404","100,557","108,482","97,455","80,859","87,129","102,365","90,571","88,014","122,290","115,843","98,535","83,149","76,129","72,978","71,588","71,565","68,861","105,149","118,314","109,053","117,127","115,480","89,216","58,980","68,137","57,486","62,851","80,637","91,059","96,351","109,161","80,322","113,876","95,116","92,925","103,053","92,112","86,245","87,984","80,063","69,684","102,676","83,408","90,833","106,063","89,457","73,480","67,120","89,990","78,408","57,314","70,329","105,135","52,290","70,051","95,092","117,735","79,110","96,798","108,594","88,925","85,078","97,814","101,727","118,920","88,290","117,747","101,347","27,816","111,300","119,092","118,731","122,955","106,604","84,339","117,939","108,596","106,839","109,933","111,810"
