File_Type,GValue
File_Version,1
GP,
MTP_Type,96Wells_Square
MTP_Wells_X,12
MTP_Wells_Y,8
Timestamp,20210120_101852
MTP,6
Plate-ID,

Time (min),A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
"401,25","78,441","86,135","55,992","62,853","57,102","41,847","56,273","54,335","60,492","56,776","54,941","47,447","81,939","82,486","31,122","64,186","47,265","59,335","48,686","37,606","39,649","46,843","45,257","40,814","60,378","62,471","39,178","42,920","42,098","35,376","34,333","43,657","35,594","56,143","45,051","40,157","61,108","52,216","44,155","30,633","32,571","29,480","26,586","34,778","39,094","55,727","34,339","37,543","63,149","45,841","38,767","43,269","38,684","40,051","33,333","38,020","27,629","38,651","33,676","50,092","69,796","50,331","38,104","31,692","27,996","33,737","28,927","35,539","53,027","27,069","41,204","31,437","68,761","55,500","52,655","55,792","43,292","46,904","46,035","52,355","60,475","42,396","62,182","45,278","28,100","54,418","54,333","56,402","50,398","49,759","29,427","28,527","50,339","51,543","53,531","71,678"
421,"83,786","89,108","58,649","66,573","58,304","44,504","57,725","55,680","62,280","58,553","56,216","50,747","85,882","86,912","31,714","69,567","47,659","62,724","51,937","39,806","42,261","46,725","48,096","43,053","63,620","65,657","41,759","43,127","41,996","37,392","36,200","47,820","37,539","57,829","49,647","42,325","65,004","54,345","46,920","31,427","33,498","30,271","27,565","36,243","42,376","61,808","35,302","39,141","66,484","51,429","41,031","43,949","41,247","42,678","35,141","39,825","28,727","40,663","35,625","51,349","75,533","52,447","40,265","33,120","29,208","35,051","30,180","38,065","54,029","27,704","43,749","33,939","73,682","59,076","54,086","58,322","42,961","51,214","49,845","53,924","64,020","44,937","65,647","45,875","28,839","56,700","56,359","59,002","52,267","51,435","30,300","29,084","53,600","53,388","55,275","75,963"
441,"87,561","90,816","61,510","69,625","59,602","46,367","58,869","57,159","64,214","59,782","57,322","51,571","88,582","89,998","32,286","73,031","50,916","63,975","52,788","41,647","44,306","48,312","48,825","44,747","66,749","69,296","43,192","43,345","44,547","39,716","38,318","48,810","39,194","59,980","53,527","43,788","68,606","56,661","49,255","32,749","34,931","30,800","28,747","38,776","45,206","65,361","36,349","41,716","69,780","52,649","43,312","47,173","43,245","42,096","37,025","41,512","29,757","42,214","36,833","54,133","80,490","53,182","41,718","34,090","30,502","36,096","31,520","40,029","55,053","28,190","45,327","35,473","78,449","62,647","54,896","61,131","45,447","53,663","50,859","55,386","68,586","43,590","69,533","46,145","28,406","59,080","58,267","61,475","53,622","52,463","30,794","29,141","54,851","54,953","56,322","79,353"
461,"90,512","93,412","64,749","73,502","61,865","45,445","60,129","59,380","66,137","61,133","59,159","53,129","91,512","92,218","32,812","75,557","51,608","66,010","52,820","42,961","46,237","48,900","50,047","45,865","69,645","72,827","43,500","44,057","44,741","41,990","40,276","49,739","40,871","62,586","56,524","45,392","73,190","59,588","51,459","34,094","36,935","31,508","30,145","41,700","47,667","69,145","38,349","44,180","73,233","55,625","42,698","48,478","42,878","45,286","38,975","42,759","31,473","43,816","39,386","57,014","84,876","54,627","40,761","35,543","31,555","38,410","32,631","42,375","56,916","29,139","44,551","37,196","82,263","66,480","55,922","64,473","46,353","54,167","51,827","57,708","73,108","45,757","73,357","47,310","28,782","61,490","60,537","64,371","55,482","54,192","32,165","29,837","55,876","57,416","57,896","82,945"
1731,"110,106","101,451","88,280","98,700","77,692","69,535","79,518","93,718","86,357","73,678","85,296","83,431","107,918","107,190","57,108","94,902","78,020","94,561","78,229","66,118","72,643","79,353","79,771","63,933","100,286","95,412","75,520","63,298","65,890","67,624","63,906","69,306","69,122","86,031","98,749","64,435","105,076","89,776","73,529","48,292","56,639","48,378","49,651","63,978","69,043","80,757","74,059","63,488","92,555","70,133","68,835","79,322","70,841","62,088","64,473","59,251","48,375","65,190","68,025","72,014","90,829","71,208","66,627","50,627","58,678","61,582","56,676","60,586","80,888","46,706","71,190","58,945","100,420","73,153","81,533","94,614","79,131","72,620","78,735","88,376","105,382","77,763","98,778","78,782","28,878","86,216","95,445","94,400","98,296","85,982","66,565","87,553","85,700","89,424","87,739","94,059"
1751,"110,661","104,014","91,069","101,737","82,094","71,047","82,102","97,529","89,167","74,488","87,308","85,682","110,863","110,218","58,453","95,994","80,616","98,051","79,953","67,937","73,571","80,900","82,369","64,765","103,147","97,876","78,990","67,788","68,651","69,337","65,471","73,861","71,631","88,590","101,871","65,618","107,104","92,825","74,116","49,873","57,435","48,786","50,310","65,976","73,186","82,076","76,876","64,416","94,629","74,092","70,847","81,525","72,112","65,594","67,125","60,167","48,473","67,278","70,665","72,904","92,365","74,004","69,157","52,708","60,518","62,384","59,543","61,622","83,647","46,800","72,653","61,235","101,012","74,498","83,624","97,247","81,794","73,100","81,931","91,971","108,375","80,357","101,569","80,475","29,031","87,708","97,851","97,712","100,747","88,720","68,527","92,200","88,822","91,453","90,720","96,708"
1771,"111,284","105,208","93,763","104,912","85,888","74,398","84,231","101,751","92,661","77,588","92,100","90,114","113,316","111,063","62,929","97,145","84,261","102,843","83,865","72,298","77,716","84,822","87,955","68,302","106,996","101,651","83,992","71,486","72,463","73,902","69,037","76,200","76,665","92,427","104,824","68,598","109,504","96,898","78,116","51,382","60,976","50,867","53,818","70,751","75,518","85,471","82,888","68,024","99,108","78,308","75,639","85,635","75,873","67,637","72,975","63,349","51,243","71,510","74,469","76,941","94,757","76,020","74,831","55,008","65,500","66,431","62,516","65,924","87,727","48,357","77,404","64,045","104,898","75,237","86,971","100,333","85,490","76,049","85,782","95,404","111,273","83,178","105,139","85,253","28,649","92,473","102,265","101,982","104,337","92,310","70,982","96,943","92,416","96,022","94,584","97,920"
1791,"111,439","105,812","96,325","105,151","89,192","77,404","86,175","105,767","96,498","80,037","96,414","94,035","114,194","112,435","67,210","97,310","87,473","105,371","87,443","76,812","82,125","88,604","92,255","70,857","109,341","103,649","88,208","74,249","77,049","78,037","72,867","80,302","80,761","95,518","107,333","71,339","110,575","99,722","80,322","52,353","63,904","53,408","56,800","74,851","79,002","89,286","87,518","70,688","101,496","80,845","80,108","89,178","80,047","70,851","78,461","65,922","52,194","75,553","76,741","78,884","95,790","79,857","79,273","57,508","67,896","70,412","65,843","69,829","90,920","49,333","80,769","66,180","107,112","75,982","90,098","103,018","89,012","78,263","89,982","97,941","113,367","87,449","108,533","89,218","28,506","96,565","105,788","104,935","106,682","96,202","73,524","101,441","95,761","100,198","98,378","100,396"
1811,"115,153","108,739","102,045","108,429","93,594","81,771","90,892","111,953","102,433","84,071","102,443","100,104","118,061","115,278","71,600","99,822","92,925","110,814","93,229","82,143","87,349","95,061","98,539","76,325","114,808","109,871","95,353","80,827","83,369","82,461","79,437","87,318","86,202","100,178","113,204","75,227","113,694","105,541","84,380","54,735","67,757","56,114","60,186","79,665","86,337","93,663","94,206","74,837","106,310","87,353","86,880","94,920","86,182","77,433","85,182","69,969","53,908","80,951","81,339","83,484","100,076","85,018","85,855","60,300","72,139","74,076","69,684","74,084","97,376","50,969","85,684","70,898","112,249","79,200","95,786","108,451","95,543","82,431","96,127","103,706","118,286","94,076","115,182","96,182","28,624","102,888","112,247","111,633","112,392","102,198","78,365","108,380","101,625","106,231","104,325","106,076"
1831,"119,145","113,325","105,876","110,039","97,518","85,775","94,475","116,324","106,843","87,712","107,614","104,722","119,700","115,955","74,549","101,078","97,690","114,351","98,361","85,773","90,378","99,259","102,914","80,151","118,531","113,276","99,969","86,855","88,865","85,345","84,641","93,020","90,161","103,849","116,382","76,694","115,259","110,427","87,506","55,639","69,402","59,055","62,227","82,886","91,388","95,984","100,508","76,969","108,892","93,202","91,755","99,475","91,253","82,067","91,786","71,876","55,261","83,745","85,716","86,998","102,441","88,010","92,225","64,322","76,690","76,037","72,308","76,735","102,075","53,322","89,310","74,298","114,825","81,302","100,108","111,922","99,573","85,561","100,676","106,796","123,114","98,710","118,633","101,894","28,673","108,086","116,122","115,953","115,610","107,167","80,010","112,555","106,116","110,898","108,918","110,851"
