File_Type,GValue
File_Version,1
GP,
MTP_Type,96Wells_Square
MTP_Wells_X,12
MTP_Wells_Y,8
Timestamp,20210128_121107
MTP,2
Plate-ID,

Time (min),A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
200,"42,659","36,327","33,406","43,569","34,955","38,492","33,684","33,765","32,478","37,343","41,329","37,935","38,514","39,916","41,949","34,355","30,192","29,963","34,245","31,486","31,780","33,092","34,825","29,325","33,212","32,618","32,875","35,706","27,488","25,910","27,327","34,824","28,751","33,169","32,073","36,424","30,406","30,888","36,261","31,057","32,267","23,961","24,778","29,245","35,051","38,163","34,745","29,455","34,375","27,025","26,024","25,882","24,482","25,367","26,716","28,873","28,969","32,184","28,541","32,141","30,335","28,604","28,618","25,831","26,888","26,457","26,394","25,175","29,878","29,912","34,698","35,025","38,700","41,100","31,541","28,449","28,384","30,400","28,320","30,835","30,837","32,545","41,076","44,125","45,612","40,825","41,157","41,412","33,231","32,443","32,710","33,892","34,778","32,786","35,122","34,559"
220,"46,643","41,186","38,567","50,220","41,114","43,312","40,078","39,863","38,116","44,108","47,400","40,739","41,755","46,145","47,696","40,459","33,371","34,712","40,429","36,782","37,420","38,990","40,549","32,075","38,412","38,655","38,867","39,678","30,867","28,829","30,708","41,831","32,704","39,551","37,069","41,559","34,788","35,849","41,000","34,237","34,986","24,094","27,049","33,141","40,333","44,886","41,420","33,529","41,159","30,767","28,667","28,304","25,945","27,798","30,284","32,257","33,673","36,857","31,682","37,724","34,506","32,414","32,767","27,565","29,853","29,733","29,278","26,414","34,486","34,504","41,725","41,218","45,031","43,406","36,057","31,865","32,090","35,524","31,527","35,778","35,188","37,306","47,084","51,010","47,941","43,018","44,357","44,310","34,865","35,814","37,704","38,618","40,818","37,408","40,037","38,878"
240,"49,839","47,751","45,392","56,390","46,929","46,712","46,239","46,182","44,406","49,769","52,267","44,800","44,922","52,275","52,757","46,275","37,867","41,933","46,139","43,239","43,747","45,275","46,816","35,675","43,714","44,239","45,478","44,465","35,737","33,363","35,939","47,947","37,973","45,314","43,396","45,580","41,833","42,235","46,204","38,784","39,145","23,996","30,569","38,745","45,624","51,482","47,067","39,822","47,027","36,325","32,694","31,949","28,414","31,612","35,639","37,388","40,429","41,675","34,729","43,290","40,237","37,876","39,412","30,029","34,039","34,596","33,494","27,953","40,461","40,867","47,267","47,104","49,888","45,735","42,525","37,059","37,741","41,875","36,265","41,947","41,675","43,365","54,763","59,602","50,194","46,261","47,859","47,635","37,973","41,173","44,192","44,851","46,535","42,924","45,722","45,039"
260,"53,959","53,300","51,120","65,322","54,237","52,259","54,065","54,165","51,437","57,841","59,004","49,453","49,525","60,294","60,327","53,635","43,322","47,192","53,094","49,049","50,390","52,320","53,529","41,008","49,355","51,137","52,496","49,165","41,335","40,376","41,753","56,637","43,676","52,255","49,106","48,739","48,106","48,625","50,949","44,355","45,135","24,057","36,451","44,251","51,506","59,053","54,124","45,839","54,208","42,537","39,369","38,241","32,578","37,541","41,863","43,188","46,598","48,986","39,912","50,639","46,206","43,229","45,625","33,929","40,325","41,039","38,494","30,622","46,810","45,976","54,406","54,673","57,914","49,500","48,024","44,573","43,294","48,396","43,475","48,502","47,145","50,094","65,041","66,135","53,606","49,147","51,522","51,173","42,984","46,402","50,455","49,600","54,035","49,045","51,739","51,088"
280,"59,722","61,257","59,737","72,024","63,553","55,992","64,033","63,561","61,749","65,414","66,335","54,669","54,584","67,351","66,588","62,894","49,098","54,741","62,439","59,127","60,029","61,990","63,749","47,251","56,127","61,059","62,076","55,049","48,678","46,218","48,810","64,796","50,375","61,106","57,298","55,324","55,798","56,757","59,408","50,443","49,998","24,020","42,884","50,680","60,331","68,510","64,502","52,802","64,159","50,076","45,545","44,163","37,357","43,361","48,835","49,527","54,531","56,141","47,569","59,735","53,273","49,616","54,055","39,684","46,141","47,376","44,782","34,369","55,688","53,265","62,824","64,280","66,222","53,796","55,271","50,486","50,655","57,143","48,990","56,871","54,059","59,247","72,078","74,900","57,331","54,269","56,965","54,618","47,833","52,165","59,788","57,131","62,739","57,800","59,773","59,424"
300,"64,871","69,194","67,073","80,112","70,975","62,265","71,590","72,931","69,033","77,075","75,933","61,549","62,584","77,653","75,878","71,349","57,841","65,188","69,973","67,041","67,067","68,775","70,198","54,220","64,749","68,335","68,484","63,869","58,380","55,116","58,186","72,941","58,629","67,618","66,759","59,641","64,055","63,969","65,904","59,339","56,967","23,890","50,543","59,508","66,543","75,218","70,088","62,935","70,976","59,647","53,327","52,196","42,941","51,737","58,478","58,461","62,978","64,765","55,041","68,202","63,422","57,288","63,476","45,359","53,661","56,094","53,580","38,455","63,304","63,218","69,125","71,137","74,980","60,976","64,969","59,496","60,480","64,120","56,918","63,651","64,014","67,886","79,814","83,516","64,159","62,700","65,935","61,845","54,086","60,394","66,767","64,884","71,080","64,825","67,118","66,425"
320,"73,282","78,563","76,649","87,553","79,835","63,278","80,124","81,804","77,696","85,831","84,588","67,941","68,769","86,275","83,712","79,741","65,143","71,755","77,004","76,088","76,357","76,708","78,433","63,086","72,427","76,186","77,559","70,961","65,676","63,969","66,525","79,473","67,324","75,112","72,596","63,324","72,763","74,224","74,782","66,510","64,961","23,912","60,502","64,959","75,055","84,455","78,084","69,841","78,720","67,196","63,059","62,125","50,327","61,543","66,057","64,678","71,971","71,875","63,359","77,135","69,484","66,324","71,878","51,700","63,798","63,969","60,633","42,961","73,443","69,988","76,333","80,224","80,982","66,618","71,947","67,620","67,824","72,702","66,188","73,400","70,616","78,237","86,700","90,731","69,422","71,086","71,625","66,378","63,018","67,859","75,816","72,767","77,796","73,206","74,990","76,253"
340,"77,367","86,790","85,047","94,612","88,461","65,855","88,173","90,127","85,841","94,794","93,390","76,682","78,080","94,141","91,341","87,863","75,067","79,980","84,567","84,551","84,296","84,627","86,265","71,247","80,424","83,196","86,092","78,924","74,467","72,341","74,569","86,206","73,190","82,882","80,929","62,847","82,159","82,443","82,076","75,322","72,184","23,920","67,945","73,169","81,780","93,663","83,543","78,802","86,157","77,198","69,467","69,939","56,531","69,810","74,253","71,869","80,333","78,163","70,684","85,418","77,504","70,614","80,055","60,471","69,441","72,882","70,645","50,294","81,257","76,914","83,508","88,867","87,884","76,612","78,888","76,900","76,680","80,245","73,112","81,108","78,641","87,763","93,845","97,784","78,216","76,133","80,051","73,884","68,943","74,563","83,596","80,480","85,904","79,971","83,031","85,827"
360,"84,012","95,788","92,657","101,206","96,396","70,451","95,790","97,804","93,427","103,098","100,824","85,406","85,527","102,224","97,849","94,645","82,894","86,416","90,267","92,298","91,424","92,653","93,135","79,476","88,604","89,345","95,088","86,824","81,578","79,425","82,063","91,494","79,576","89,008","86,875","66,941","89,771","89,539","88,806","83,461","78,510","23,884","76,663","78,873","87,380","102,727","88,629","86,584","92,173","86,196","77,000","77,539","65,871","77,945","81,080","77,567","88,633","83,920","76,365","92,555","83,071","78,508","87,449","67,975","77,467","80,584","78,571","59,969","88,604","82,024","89,435","98,167","93,200","85,027","86,200","85,751","83,876","86,147","81,067","87,698","85,890","96,924","98,071","103,604","85,018","83,453","86,731","80,490","75,784","80,741","90,839","86,718","91,824","86,096","90,441","94,320"
380,"89,892","102,898","100,029","105,449","103,394","75,765","101,765","104,841","100,292","109,896","107,637","93,378","91,604","107,980","104,031","101,771","89,702","92,404","95,229","99,665","97,975","99,325","98,924","86,869","96,043","93,924","102,957","93,663","87,641","86,376","88,584","95,590","85,020","94,706","91,649","72,014","97,755","96,835","94,006","90,898","85,300","23,867","83,831","85,741","92,433","109,735","88,729","93,796","96,433","93,820","82,190","84,751","72,194","85,837","87,016","83,194","95,698","88,847","80,865","99,235","88,169","84,959","93,182","71,714","84,706","88,300","85,208","67,335","96,051","86,155","93,290","106,147","97,188","92,549","91,118","93,876","89,786","91,467","89,635","93,922","91,618","105,210","100,661","107,637","91,261","91,012","92,780","86,173","81,375","86,580","97,982","92,396","97,359","90,629","97,061","101,459"
400,"96,020","109,014","106,355","108,608","109,180","80,553","107,329","109,520","106,325","114,125","112,425","100,624","97,933","111,573","108,457","107,263","96,831","94,694","98,894","106,149","103,696","105,165","104,592","94,333","103,914","97,541","109,541","99,739","92,965","92,155","93,776","98,233","89,863","99,135","90,557","78,116","104,847","103,463","98,386","98,092","90,575","23,949","90,800","89,667","96,120","115,361","85,853","100,076","98,933","100,975","87,739","90,682","78,876","93,122","91,896","89,139","102,002","92,988","83,639","104,725","93,457","90,776","97,447","74,747","91,498","95,065","92,514","74,063","101,941","86,986","95,612","112,445","99,755","100,069","94,855","101,227","94,594","94,525","96,471","99,637","95,945","110,459","101,849","109,753","96,855","97,700","97,167","91,324","86,888","90,575","103,478","96,027","101,408","94,225","102,386","107,592"
420,"99,629","112,414","108,890","108,504","112,565","83,655","109,776","110,988","110,182","117,618","113,967","107,547","102,208","113,514","109,673","110,408","102,573","94,567","100,961","110,990","107,122","108,927","107,161","100,775","110,341","98,818","114,453","103,659","96,688","96,427","97,292","98,898","89,994","103,035","87,133","82,516","110,410","108,773","100,806","104,184","91,898","23,863","96,131","92,035","98,261","118,743","84,453","104,939","99,896","106,325","92,175","94,857","84,071","98,725","94,751","94,422","106,633","96,384","85,271","108,392","98,180","94,576","99,094","76,818","97,088","100,798","98,727","80,024","105,829","85,796","96,590","117,463","100,818","105,273","96,227","106,918","96,635","96,435","102,676","104,194","98,012","114,798","102,425","110,471","99,924","102,298","96,927","95,910","90,100","91,516","107,573","97,784","102,171","95,808","104,437","110,422"
